,id,jewish_text,rus_transl,folder,im_name,_merge,source
3776,LDZ1105,"Манькова
Геся Залмановна
1885-1937 21.1
Дети. Родные.",См. Оригинал,Лудза,LDZ1105,both,Сэфер
3777,LDZ1106,"פנ
איש נדיב לב
יקר רוח וקיים
במאמרו עסקן
בצ""צ באמונה
ר חיים אליעזר
בר דוד
מנקוב
נפתר בש""ת
תרצד תנצבה","Здесь похоронен щедрый человек, благородный, державший своё слово, трудившийся на благо общества с верой, р. Хаим Элиезер, сын р. Давида Манькова. Скончался в Симхат-Тора {5}694.Да будет душа его завязана в узле жизни.",Лудза,LDZ1106,both,Сэфер
3778,LDZ1106,"פנ
איש נדיב לב
יקר רוח וקיים
במאמרו עסקן
בצ""צ באמונה
ר חיים אליעזר
בר דוד
מנקוב
נפתר בש""ת
תרצד תנצבה","Здесь похоронен щедрый человек, благородный, державший своё слово, трудившийся на благо общества с верой, р. Хаим Элиезер, сын р. Давида Манькова. Скончался в Симхат-Тора {5}694.Да будет душа его завязана в узле жизни.",Лудза,LDZ1106_1,both,Сэфер
3779,LDZ1107,"Маньков
Яков
Давидович
1880-18 XI 1932
Дети и Родные",Маньков Яков Давидович 1880-18 ноября 1932 Дети и Родные,Лудза,LDZ1107,both,Сэфер
3780,LDZ1107,"Маньков
Яков
Давидович
1880-18 XI 1932
Дети и Родные",Маньков Яков Давидович 1880-18 ноября 1932 Дети и Родные,Лудза,LDZ1107_1,both,Сэфер
3781,LDZ1108,"פנ
האשה החשובה
לאה חיענע
ראבינאוויץ
בת ר דוד מאנקוב
נפטרה כו אדר א
תרפט
תנצבה","Здесь похоронена почтенная женщина Лея Хена Рабинович, дочь р. Давида Манькова, скончалась 26 адара I {5}689. Да будет душа её завязана в узле жизни.",Лудза,LDZ1108,both,Сэфер
3782,LDZ1109a,"טאמשינסקאיא
מאלקע בת בענצע
1896-1963

Томшинская
Малке Бенционовна
Дети и внуки","Томшинская Малке, дочь Бенце 1896-1963  Томшинская Малке Бенционовна Дети и внуки",,,left_only,Сэфер
3783,LDZ1109b,"פנ
האשה
ליבע בר בן-ציון
פיינשטיין
נפטרה רח סיון
שנת תשכג
תנצבה

1892-1963
Всю свою жизнь ты
Отдала заботам о нас
Спи спокойно наша родная
Мать и бабуля
Светлую память о тебе
Сохраним навсегда в наших сердцах
Твои дети и внуки
Зять и невестки","Здесь похоронена женщина Либа, дочь р. Бенциона, Файнштейн, скончалась в новомесячья сивана {5}723 года. Да будет душа её завязана в узле жизни.  1892-1963 Всю свою жизнь ты Отдала заботам о нас Спи спокойно наша родная Мать и бабуля Светлую память о тебе Сохраним навсегда в наших сердцах Твои дети и внуки Зять и невестки",,,left_only,Сэфер
3784,LDZ1110,,,Лудза,LDZ1110,both,Сэфер
3785,LDZ1111,"פנ
האשה
פראדע לאה
באראוויק
בר טובי דוד
נפטרה ט אדר
שנת תשז תנצבה","Здесь похоронена женщина Фроде Лея Боровик, дочь р. Товьи Давида, скончалась 9 адара {5}707 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1111,both,Сэфер
3786,LDZ1111,"פנ
האשה
פראדע לאה
באראוויק
בר טובי דוד
נפטרה ט אדר
שנת תשז תנצבה","Здесь похоронена женщина Фроде Лея Боровик, дочь р. Товьи Давида, скончалась 9 адара {5}707 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1111_1,both,Сэфер
3787,LDZ1112,"פנ
הבתולה
היענא בת
ר מ מענדיל
קיסין
נפטרה כח אב
שנת תרצא 
תנצבה","Здесь похоронена девушка Хена, дочь р. [Менахема] Мендиля, Кисина скончалась 28 ава {5}691 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1112,both,Сэфер
3788,LDZ1112,"פנ
הבתולה
היענא בת
ר מ מענדיל
קיסין
נפטרה כח אב
שנת תרצא 
תנצבה","Здесь похоронена девушка Хена, дочь р. [Менахема] Мендиля, Кисина скончалась 28 ава {5}691 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1112_1,both,Сэфер
3789,LDZ1113,,,Лудза,LDZ1113,both,Сэфер
3790,LDZ1113,,,Лудза,LDZ1113_1,both,Сэфер
3791,LDZ1114,"פנ
האשה הזקנה
החשובה מילדה
ועוסקת בצרכי
מצוה מ פייגא
דרידזי
בת ר חיים
נפ כו אדר א
שנת תרפז
תנצבה","Здесь похоронена пожилая женщина, уважаемая с детства соблюдавшая заповеди, госпожа Фейга Дридзе, дочь р. Хаима, скончалась 26 адара I {5}687 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1114,both,Сэфер
3792,LDZ1115,"פנ
הר ישראל הילל
בר אברהם
טריפסקין
מקליסות
נפטר עשרה ימים
לחודש שבט
שנת תרפז
תנצבה","Здесь похоронен р. Исраэль Гилель, сын р. Авраама Трифскина из …, скончался на 10 день месяца шват {5}687 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1115,both,Сэфер
3793,LDZ1116,"פנ
האיש הנכבד
מוה
יוסף בצלאל
בר
אברהם יצחק
ריסין
נפ יד מרחשון
שנת תרפ""ז
תִנִצִבִהִ","Здесь похоронен уважаемый человек, наш учитель Йосеф Бецалель, сын р. Авраама Ицхака Рисина, скончался 14 мархешвана {5}687 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1116,both,Сэфер
3794,LDZ1116,"פנ
האיש הנכבד
מוה
יוסף בצלאל
בר
אברהם יצחק
ריסין
נפ יד מרחשון
שנת תרפ""ז
תִנִצִבִהִ","Здесь похоронен уважаемый человек, наш учитель Йосеф Бецалель, сын р. Авраама Ицхака Рисина, скончался 14 мархешвана {5}687 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1116_1,both,Сэфер
3795,LDZ1117,"Файнвейц
Менуха - Голда
1882-1930",См. Оригинал,Лудза,LDZ1117,both,Сэфер
3796,LDZ1117,"Файнвейц
Менуха - Голда
1882-1930",См. Оригинал,Лудза,LDZ1117_1,both,Сэфер
3797,LDZ1118,"פנ
האשה הצנועה
מ שרה
מאישעיעוו
בת ר יהודא
נפ א דסוכת
תרפז תנצבה","Здесь похоронена скромная женщина, госпожа Сара Моисеева, дочь р. Йехуды, скончалась в 1 день Суккота {5}687. Да будет душа её завязана в узле жизни.",Лудза,LDZ1118,both,Сэфер
3798,LDZ1118,"פנ
האשה הצנועה
מ שרה
מאישעיעוו
בת ר יהודא
נפ א דסוכת
תרפז תנצבה","Здесь похоронена скромная женщина, госпожа Сара Моисеева, дочь р. Йехуды, скончалась в 1 день Суккота {5}687. Да будет душа её завязана в узле жизни.",Лудза,LDZ1118_1,both,Сэфер
3799,LDZ1119,"פנ
האשה
החשובה
מרת חסיה
רייסין
בת ר יהודה ליב הלוי
נפט ד אדר תרפו","Здесь похоронена почтенная женщина, госпожа Хася Рисина, дочь р. Йехуды Лейба ха-Леви, скончалась 4 адара {5}686.",Лудза,LDZ1119,both,Сэфер
3800,LDZ1119,"פנ
האשה
החשובה
מרת חסיה
רייסין
בת ר יהודה ליב הלוי
נפט ד אדר תרפו","Здесь похоронена почтенная женщина, госпожа Хася Рисина, дочь р. Йехуды Лейба ха-Леви, скончалась 4 адара {5}686.",Лудза,LDZ1119_1,both,Сэфер
3801,LDZ1120,"פנ
הנכבד ר זאנויל
בר יצחק
פאנאראוו
נפטר כ""ז שבט
שנת ת'ר'פ'ו'
ת'נ'צ'ב'ה'","Здесь похоронен почтенный р. Занвил, сын р. Ицхака Фонарёва, скончался 27 швата {5}686 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1120,both,Сэфер
3802,LDZ1121,"פנ
האשה החשובה
מרת
חיה שטעפא
בת ר זלמן
גארדין נפטרה
ב אייר תרפו
תנצבה","Здесь похоронена почтенная женщина, госпожа Хая Стефа, дочь р. Залмана, Гордина, скончалась 2 ияра {5}686. Да будет душа её завязана в узле жизни.",Лудза,LDZ1121,both,Сэфер
3803,LDZ1122,"פנ
האשה
החשובה
מ רחל לאה
באש
בר יהודה אידל
נפטר כ""ז ימים
לחדש ניסן
התרפו לב'ע 
תנצבה","Здесь похоронена почтенная  женщина, госпожа Рахель Лея Баш, дочь р. Йехуды Иделя, скончалась на 27 день месяца нисан 5686 от сотворения мира. Да будет душа её завязана в узле жизни.",Лудза,LDZ1122,both,Сэфер
3804,LDZ1122,"פנ
האשה
החשובה
מ רחל לאה
באש
בר יהודה אידל
נפטר כ""ז ימים
לחדש ניסן
התרפו לב'ע 
תנצבה","Здесь похоронена почтенная  женщина, госпожа Рахель Лея Баш, дочь р. Йехуды Иделя, скончалась на 27 день месяца нисан 5686 от сотворения мира. Да будет душа её завязана в узле жизни.",Лудза,LDZ1122_1,both,Сэфер
3805,LDZ1123,"פנ
הישיש
יחיאל מיכל
בר זאב וואלף
דריאן נפ יד
מר חשון תרפו
תנצבה","Здесь похоронен старец Йехиэль Михл, сын р. Зеева Вольфа Друяна, скончался 14 мархешвана {5}686. Да будет душа его завязана в узле жизни.",Лудза,LDZ1123,both,Сэфер
3806,LDZ1124,"פה נקבר
אברהם אבינו
בר פסח מרדכי
בערקאוויץ
הכהן
נפטר בִ דסוכות
שנת תרפו לפק
תִנִצִבִהִ","Здесь похоронен наш отец Авраам, сын р. Песаха Мордехая Берковича ха-Коэна, скончался на 2 день Суккота 686 года по малому исчислению. Да будет душа его завязана в узле жизни.",Лудза,LDZ1124,both,Сэфер
3807,LDZ1124,"פה נקבר
אברהם אבינו
בר פסח מרדכי
בערקאוויץ
הכהן
נפטר בִ דסוכות
שנת תרפו לפק
תִנִצִבִהִ","Здесь похоронен наш отец Авраам, сын р. Песаха Мордехая Берковича ха-Коэна, скончался на 2 день Суккота 686 года по малому исчислению. Да будет душа его завязана в узле жизни.",Лудза,LDZ1124_1,both,Сэфер
3808,LDZ1125,"פ٧נ
איש החשוב
ר אלעזר יצחק
בר זנוויל יהושוע
זלטוכין
נפ יב שבט
שנת תרפד
תנצבה","Здесь похоронен почтенный человек, р. Эльазар Ицхак, сын р. Занвила Йехошуа Золотухина, скончался 12 швата {5}684 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1125,both,Сэфер
3809,LDZ1125,"פ٧נ
איש החשוב
ר אלעזר יצחק
בר זנוויל יהושוע
זלטוכין
נפ יב שבט
שנת תרפד
תנצבה","Здесь похоронен почтенный человек, р. Эльазар Ицхак, сын р. Занвила Йехошуа Золотухина, скончался 12 швата {5}684 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1125_1,both,Сэфер
3810,LDZ1126,"פנ
אבינו היקר
אברהם שאול
ב'ר מנחם מענדל
בערזאנסקי הלוי
נפטר כ'ט ימים
לחדש שבט
שנת התרפז לפק
תִנִצִבִהִ","Здесь похоронен наш дорогой отец, Авраам Шауль, сын р. Менахема Менделя Берзанского ха-Леви, скончался на 29 день месяца швата 5687 года по малому исчислению. Да будет душа его завязана в узле жизни.",Лудза,LDZ1126,both,Сэфер
3811,LDZ1126,"פנ
אבינו היקר
אברהם שאול
ב'ר מנחם מענדל
בערזאנסקי הלוי
נפטר כ'ט ימים
לחדש שבט
שנת התרפז לפק
תִנִצִבִהִ","Здесь похоронен наш дорогой отец, Авраам Шауль, сын р. Менахема Менделя Берзанского ха-Леви, скончался на 29 день месяца швата 5687 года по малому исчислению. Да будет душа его завязана в узле жизни.",Лудза,LDZ1126_1,both,Сэфер
3812,LDZ1127,"פנ
הרבני
התורני החשוב
ר' נפתלי יעקב
בר מנחם מן
לוריא
נפטר כד מר חשון
שנת תרפח
תנצבה","Здесь похоронен раввинист, почтенный знаток Торы, р. Нафтали Яаков, сын р. Менахема Мана, Лурия, скончался 24 мархешвана {5}688 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1127,both,Сэфер
3813,LDZ1127,"פנ
הרבני
התורני החשוב
ר' נפתלי יעקב
בר מנחם מן
לוריא
נפטר כד מר חשון
שנת תרפח
תנצבה","Здесь похоронен раввинист, почтенный знаток Торы, р. Нафтали Яаков, сын р. Менахема Мана, Лурия, скончался 24 мархешвана {5}688 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1127_1,both,Сэфер
3814,LDZ1128,"ציון לנפש חיה
הנכבד החרד
רִ אליעזר יחיאל
ב'ר משה צבי הלוי
לוין ז'ל לה'ה
נסתלק הִ ימים
לחדש כסלו שנת
הִתרפח תִנִצִבִהִ","Знак живой душе. почтенный, богобоязненный р. Элиезер Йехиэль, сын р. Моше Цви ха-Леви Левина, да будет благословенна его память в будущем мире, ушёл на 5 день месяца кислев 5688 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1128,both,Сэфер
3815,LDZ1128,"ציון לנפש חיה
הנכבד החרד
רִ אליעזר יחיאל
ב'ר משה צבי הלוי
לוין ז'ל לה'ה
נסתלק הִ ימים
לחדש כסלו שנת
הִתרפח תִנִצִבִהִ","Знак живой душе. почтенный, богобоязненный р. Элиезер Йехиэль, сын р. Моше Цви ха-Леви Левина, да будет благословенна его память в будущем мире, ушёл на 5 день месяца кислев 5688 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1128_1,both,Сэфер
3816,LDZ1128,"ציון לנפש חיה
הנכבד החרד
רִ אליעזר יחיאל
ב'ר משה צבי הלוי
לוין ז'ל לה'ה
נסתלק הִ ימים
לחדש כסלו שנת
הִתרפח תִנִצִבִהִ","Знак живой душе. почтенный, богобоязненный р. Элиезер Йехиэль, сын р. Моше Цви ха-Леви Левина, да будет благословенна его память в будущем мире, ушёл на 5 день месяца кислев 5688 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1128_2,both,Сэфер
3817,LDZ1128,"ציון לנפש חיה
הנכבד החרד
רִ אליעזר יחיאל
ב'ר משה צבי הלוי
לוין ז'ל לה'ה
נסתלק הִ ימים
לחדש כסלו שנת
הִתרפח תִנִצִבִהִ","Знак живой душе. почтенный, богобоязненный р. Элиезер Йехиэль, сын р. Моше Цви ха-Леви Левина, да будет благословенна его память в будущем мире, ушёл на 5 день месяца кислев 5688 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1128_3,both,Сэфер
3818,LDZ1129,"פ""נ
איש תם וישר
הולך עם ה'' ועם אנשים
קבע עתים לתורה
ר' ישראל אלי''
בר' בנימין יהודא ליב
דרייער (מזילופה)
נולד בשנת ת'ר'ט'ו
נפטר יום ו' לחדש ניסן
ת'ר'פ'ז' תנצב''ה","Здесь похоронен честный и прямой человек, ходивший по дорогам Господа и вместе с людьми, находивший время для Торы, р. Исраэль Элияху, сын р. Беньямина Йехуды Лейба Дрейера из Зилупе, родился в {5}615 году, скончался на 6 день месяца нисан {5}687. Да будет душа его завязана в узле жизни.",Лудза,LDZ1129,both,Сэфер
3819,LDZ1130,"פ٧נ
האשה החשובה והצנועה
מרת רחל חסיא
בת ר' יחזקאל ניסן
דרייער (מזילופה)
נולדה בשנת תריג
נפטרה יום ט' לחדש טבת
תרפח תנצב''ה","Здесь похоронена почтенная и скромная женщина, госпожа Рахель Хася, дочь р. Йехезкеля Нисана Дрейера из Зилупе, родилась в {5}613 году, скончалась на 9 день месяца тевет {5}688. Да будет душа её завязана в узле жизни.",Лудза,LDZ1130,both,Сэфер
3820,LDZ1131,"פ'נ
ר' אהרן אברהם
יעקב
בר' מנחם יהודה
לב
לימד תורה ברבים
ועסק בצרכי רבים
נפ' יט שבט
שנת תרפח
תִנִצִבִהִ","Здесь похоронен р. Аарон Авраам Яаков, сын р. Менахема Йехуды, Лев, учивший многих Торе и занимавшийся нуждами общины, скончался 19 швата {5}688 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1131,both,Сэфер
3821,LDZ1131,"פ'נ
ר' אהרן אברהם
יעקב
בר' מנחם יהודה
לב
לימד תורה ברבים
ועסק בצרכי רבים
נפ' יט שבט
שנת תרפח
תִנִצִבִהִ","Здесь похоронен р. Аарон Авраам Яаков, сын р. Менахема Йехуды, Лев, учивший многих Торе и занимавшийся нуждами общины, скончался 19 швата {5}688 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1131_1,both,Сэфер
3822,LDZ1132,"פנ
צנא מלא ספרא
כלו ספרא שבעלמא
מגזע רבנים גואנים
מחבר אבן שתיה
הרב הגאן אליעזר
בהרב ר שבתי
דן יחייא
נאסף אל עמיו
ל ימים לחדש תמוז
שנת תרפז
תנצבה","Здесь похоронен ""корзина, полная книг"", всех книг, что в мире, из рода раввинов, гаонов, автор ""Краеугольного камня"", раввин, гаон Элиезер, сын раввина, р. Шабтая Дон-Ихье, присоединился к своему народу на 30 день месяца таммуз {5}687 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1132,both,Сэфер
3823,LDZ1132,"פנ
צנא מלא ספרא
כלו ספרא שבעלמא
מגזע רבנים גואנים
מחבר אבן שתיה
הרב הגאן אליעזר
בהרב ר שבתי
דן יחייא
נאסף אל עמיו
ל ימים לחדש תמוז
שנת תרפז
תנצבה","Здесь похоронен ""корзина, полная книг"", всех книг, что в мире, из рода раввинов, гаонов, автор ""Краеугольного камня"", раввин, гаон Элиезер, сын раввина, р. Шабтая Дон-Ихье, присоединился к своему народу на 30 день месяца таммуз {5}687 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1132_1,both,Сэфер
3824,LDZ1132,"פנ
צנא מלא ספרא
כלו ספרא שבעלמא
מגזע רבנים גואנים
מחבר אבן שתיה
הרב הגאן אליעזר
בהרב ר שבתי
דן יחייא
נאסף אל עמיו
ל ימים לחדש תמוז
שנת תרפז
תנצבה","Здесь похоронен ""корзина, полная книг"", всех книг, что в мире, из рода раввинов, гаонов, автор ""Краеугольного камня"", раввин, гаон Элиезер, сын раввина, р. Шабтая Дон-Ихье, присоединился к своему народу на 30 день месяца таммуз {5}687 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1132_2,both,Сэфер
3825,LDZ1133,,,Лудза,LDZ1133,both,Сэфер
3826,LDZ1133,,,Лудза,LDZ1133_1,both,Сэфер
3827,LDZ1133,,,Лудза,LDZ1133_2,both,Сэфер
3828,LDZ1134,"פנ
הרבני המופלג
למד תורה ברבים
מוהִ ר' יהודה ש""וב
בר' אברהם אשר
הכהן כַהַן
נפטר כח מרחשון
שנת תשיד
תנצבה","Здесь похоронен выдающийся раввинист, учивший Торе многих, наш учитель, р. Йехуда, резник, сын р. Авраама Ашера ха-Коэна Кагана, скончался 28 мархешвана {5}714 года. Да будет душа его завязане в узле жизни.",Лудза,LDZ1134,both,Сэфер
3829,LDZ1134,"פנ
הרבני המופלג
למד תורה ברבים
מוהִ ר' יהודה ש""וב
בר' אברהם אשר
הכהן כַהַן
נפטר כח מרחשון
שנת תשיד
תנצבה","Здесь похоронен выдающийся раввинист, учивший Торе многих, наш учитель, р. Йехуда, резник, сын р. Авраама Ашера ха-Коэна Кагана, скончался 28 мархешвана {5}714 года. Да будет душа его завязане в узле жизни.",Лудза,LDZ1134a,both,Сэфер
3830,LDZ1134,"פנ
הרבני המופלג
למד תורה ברבים
מוהִ ר' יהודה ש""וב
בר' אברהם אשר
הכהן כַהַן
נפטר כח מרחשון
שנת תשיד
תנצבה","Здесь похоронен выдающийся раввинист, учивший Торе многих, наш учитель, р. Йехуда, резник, сын р. Авраама Ашера ха-Коэна Кагана, скончался 28 мархешвана {5}714 года. Да будет душа его завязане в узле жизни.",Лудза,LDZ1134a_1,both,Сэфер
3831,LDZ1134,"פנ
הרבני המופלג
למד תורה ברבים
מוהִ ר' יהודה ש""וב
בר' אברהם אשר
הכהן כַהַן
נפטר כח מרחשון
שנת תשיד
תנצבה","Здесь похоронен выдающийся раввинист, учивший Торе многих, наш учитель, р. Йехуда, резник, сын р. Авраама Ашера ха-Коэна Кагана, скончался 28 мархешвана {5}714 года. Да будет душа его завязане в узле жизни.",Лудза,LDZ1134a_2,both,Сэфер
3832,LDZ1134,"פנ
הרבני המופלג
למד תורה ברבים
מוהִ ר' יהודה ש""וב
בר' אברהם אשר
הכהן כַהַן
נפטר כח מרחשון
שנת תשיד
תנצבה","Здесь похоронен выдающийся раввинист, учивший Торе многих, наш учитель, р. Йехуда, резник, сын р. Авраама Ашера ха-Коэна Кагана, скончался 28 мархешвана {5}714 года. Да будет душа его завязане в узле жизни.",Лудза,LDZ1134a_3,both,Сэфер
3833,LDZ1134A,"פנ
האשה היקרה והחשובה
דבורה בת ר' יהודא הכהן
ריווקין
נפטרה כב מרחשון
שנת תשכ""ז
תנצבה

Ривкина
Двейра Юдовна
1908-1966
Мы любим сестру
И жену и отца
Но в муках всегда
Вспоминаем мать
От мужа и детей
1907-1966
25 VI  6 XI","Здесь похоронена дорогая и почтенная женщина, Двора, дочь р. Йехуды ха-Коэна, Ривкина, скончалась 22 мархешвана {5}727 года. Да будет душа её завязана в узле жизни.  Ривкина Двейра Юдовна 1908-1966 Мы любим сестру И жену и отца, но в муках всегда вспоминаем мать. От мужа и детей 1907-1966 25 июля -  6 ноября",,,left_only,Сэфер
3834,LDZ1135,"פנ
הבתולה
חייה ציפה
בת ר' יהודה ליב
דאנין
נפטרה כו סיון
שנת תרצ''ה
תנצבה","Здесь похоронена девушка Хая Ципа, дочь р. Йехуды Лейба, Донина скончалась 26 сивана {5}695 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1135,both,Сэфер
3835,LDZ1136,"פנ
הבתולה
לאה בת ר'
אברהם דוד
סקאראכאד
נפטרה יד סיון
שנת תרצב
תנצבה","Здесь похоронена девушка Лея, дочь р. Авраама Давида, Скороход, скончалась 14 сивана {5}692 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1136,both,Сэфер
3836,LDZ1137,"פנ
הבתולה
סימקה בת
ר יהודא ליב
דאנין
נפטרה יח תמוז
שנת תרצא
תנִצִבה","Здесь похоронена девушка Симка, дочь р. Йеуды Лейба, Донина, скончалась 18 таммуза {5}691 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1137,both,Сэфер
3837,LDZ1138,"פנ
הזקנה
ליבא דבורה
גאסול
בת ר טוביה
נפט [ב] אלול
תרפט תנצבה","Здесь похоронена пожилая <женщина> Либа Двора Гасуль, дочь р. Товьи, скончалась 2 элула {5}689. Да будет душа её завязана в узле жизни.",Лудза,LDZ1138,both,Сэфер
3838,LDZ1139,"פנ
האישה הצנו
מ חייה בריינא
בת ר משה
שבתא אשת
ר בן ציון
ראוודל
נפ י סיון שנת
תרפה תנצבה","Здесь похоронена скромная женщина, госпожа Хая Брейна, дочь р. Моше Шабтая, жена р. Бенциона Равделя, скончалась 10 сивана {5}685 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1139,both,Сэфер
3839,LDZ1139,"פנ
האישה הצנו
מ חייה בריינא
בת ר משה
שבתא אשת
ר בן ציון
ראוודל
נפ י סיון שנת
תרפה תנצבה","Здесь похоронена скромная женщина, госпожа Хая Брейна, дочь р. Моше Шабтая, жена р. Бенциона Равделя, скончалась 10 сивана {5}685 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1139_1,both,Сэфер
3840,LDZ1139,"פנ
האישה הצנו
מ חייה בריינא
בת ר משה
שבתא אשת
ר בן ציון
ראוודל
נפ י סיון שנת
תרפה תנצבה","Здесь похоронена скромная женщина, госпожа Хая Брейна, дочь р. Моше Шабтая, жена р. Бенциона Равделя, скончалась 10 сивана {5}685 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1139_2,both,Сэфер
3841,LDZ1140,"פנ
החשוב הנכב[ד]
מוה
שמעון מרדכי
ב[ר] יצחק
גאלדש[מ]יד
נפ' ב אדר שנת
תרפח תנצבה","Здесь похоронен наш почтенный и уважаемый учитель Шимон Мордехай, сын р. Ицхака Гольдшмида, скончался 2 адара {5}688 года. Да будет душа его завязана в узле жизни.",Лудза,LDZ1140,both,Сэфер
3842,LDZ1141,"פנ
הנכבד
ר בן ציון בר
יצחק בנימן
ראוודעל
נפ ד שבט תרפח
תנצבה","Здесь похоронен уважаемый р. Бенцион, сын р. Ицхака Беньямина, Равделя, скончался 4 швата {5}688. Да будет душа его завязана в узле жизни.",Лудза,LDZ1141,both,Сэфер
3843,LDZ1142,"פנ
האשה הצנו
שרה רבקה
בת ר
דוד יעקב מין
בארדאקאוו נפ
א דסוכות תרפה
תנצבה","Здесь похоронена скромная женщина Сара Ривка, дочь р. Давида Яакова Мина, Бордакова, скончалась в 1 день Суккота {5}685. Да будет душа её завязана в узле жизни.",Лудза,LDZ1142,both,Сэфер
3844,LDZ1142,"פנ
האשה הצנו
שרה רבקה
בת ר
דוד יעקב מין
בארדאקאוו נפ
א דסוכות תרפה
תנצבה","Здесь похоронена скромная женщина Сара Ривка, дочь р. Давида Яакова Мина, Бордакова, скончалась в 1 день Суккота {5}685. Да будет душа её завязана в узле жизни.",Лудза,LDZ1142_1,both,Сэфер
3845,LDZ1142,"פנ
האשה הצנו
שרה רבקה
בת ר
דוד יעקב מין
בארדאקאוו נפ
א דסוכות תרפה
תנצבה","Здесь похоронена скромная женщина Сара Ривка, дочь р. Давида Яакова Мина, Бордакова, скончалась в 1 день Суккота {5}685. Да будет душа её завязана в узле жизни.",Лудза,LDZ1142_2,both,Сэфер
3846,LDZ1143,"פנ
האשה הזקנה
והחשובה מ
ברכה עלקא
פאלקאוו בת ר
דוד דוב הכהן
ונפט יא סיון
תרפג תנצבה","Здесь похоронена престарелая и почтенная женщина, госпожа Броха Элька Фалькова, дочь р. Давида Дова ха-Коэна, скончалась 11 сивана, {5}683. Да будет душа её завязана в узле жизни.",Лудза,LDZ1143,both,Сэфер
3847,LDZ1143,"פנ
האשה הזקנה
והחשובה מ
ברכה עלקא
פאלקאוו בת ר
דוד דוב הכהן
ונפט יא סיון
תרפג תנצבה","Здесь похоронена престарелая и почтенная женщина, госпожа Броха Элька Фалькова, дочь р. Давида Дова ха-Коэна, скончалась 11 сивана, {5}683. Да будет душа её завязана в узле жизни.",Лудза,LDZ1143_1,both,Сэфер
3848,LDZ1143,"פנ
האשה הזקנה
והחשובה מ
ברכה עלקא
פאלקאוו בת ר
דוד דוב הכהן
ונפט יא סיון
תרפג תנצבה","Здесь похоронена престарелая и почтенная женщина, госпожа Броха Элька Фалькова, дочь р. Давида Дова ха-Коэна, скончалась 11 сивана, {5}683. Да будет душа её завязана в узле жизни.",Лудза,LDZ1143_2,both,Сэфер
3849,LDZ1144,"פנ
האשה הצנועה
מ יהודית בת ר יוסף
אבעלסאן
נפ ג ימים לחדש
אלול שנת תרפז
תנצבה","Здесь похоронена скромная женщина, госпожа Йехудит, дочь р. Йосефа, Абельсон, скончалась на 3 день месяца элул {5}687 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1144,both,Сэфер
3850,LDZ1144,"פנ
האשה הצנועה
מ יהודית בת ר יוסף
אבעלסאן
נפ ג ימים לחדש
אלול שנת תרפז
תנצבה","Здесь похоронена скромная женщина, госпожа Йехудит, дочь р. Йосефа, Абельсон, скончалась на 3 день месяца элул {5}687 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1144_1,both,Сэфер
3851,LDZ1144,"פנ
האשה הצנועה
מ יהודית בת ר יוסף
אבעלסאן
נפ ג ימים לחדש
אלול שנת תרפז
תנצבה","Здесь похоронена скромная женщина, госпожа Йехудит, дочь р. Йосефа, Абельсон, скончалась на 3 день месяца элул {5}687 года. Да будет душа её завязана в узле жизни.",Лудза,LDZ1144_2,both,Сэфер
3852,LDZ1145,"פנ
האשה הצנועה
מ חיה רחל
שלאפין
בת ר
אברהם נתן
נפט טז כסלו
תרפח תנצבה","Здесь похоронена скромная женщина, госпожа Хая Рахель Шляпина, дочь р. Авраама Натана, скончалась 16 кислева {5}688. Да будет душа её завязана в узле жизни.",Лудза,LDZ1145,both,Сэфер
